content,score
"The ONLY game to play (2 Years ago). Was fun, now it's more effort than a full time job, and more repetitive. Your time playing it now will only end in disappointment. Not worth the download. Epic Games also only want your money, if you have any problems, do not expect them to deal with it, because they do not.",1
"FOR REAL, Like, bruh, if you're gonna release a game and its online, make sure it doesn't crash every single time your phone overheats because people are dumb and can't come up with a way to stop your phone from overheating. I'm just disappointed. I hate this game on Xbox and I can play with the xbox controller. But every single time I open this game my phone basically starts turning into a crisp.",1
"I was very happy when fortnite was made available for android, but I am not able to connect with your servers , does not let me to download additional data hence I cannot play the game.It has come to my attention that many other users are also facing the same issue, hope you will do the needful☹️😥😓😤 The gameplay is bad Keeps crashing, frame drops, and constant connectivity issues",1
My son hates playing fortnite in pc and mobile. What I dislike is the controls are way behind the likes of pubg mobile. There's no gyro control. The most annoying are the updates. Today I was forced to uninstall this game because the update is 7.5gb!!! Its not an update anymore. More like a reinstall. what the hell is wrong with this game?!,1
I gave this game 4 stars and thought bc this is new game it would get better. It is the worst game ever sont play it ever. You would get a lot of lags. I tried to play on galaxy s9 plus and it was my worst decission. It runs only 30fps fpr android and 60 for any ios/iphone so dont download this game in android. It lags a Lot,1
Why would let me download this app if it says later that my device is not compatable. You should make arrangements like other apps that shows device is not compatible before downloading game. You cost me internet data and false excitement for what ? Nothing. Sorry but I am not going to give you more than 2 star until you make necessary changes.,1
"Except Fortnite every other games like modern combat versus and 5,pubg, asphalt 9,gods of boom ,COD mobile has 60fps gameplay,why not this game really I got frustrated with this game,even though I have flagship mobile with SD845 this game runs at 30fps with complete lag and I reduced the frame rate 20 again it lags,It affects my gameplay,it's been two Months since I uninstalled this game and now I reinstalled but nothing has changed same lag with stupid 30fps GamePlay many frame drop issue 🤦😠",1
"First. Sorry for the rating.. well i can't play.. jump from flying bus ANNDD loading, jump from flying bus ANNDD loading. Saying that i use some kind of VPN, bad internet, or cheating. My device ""bootloader unlocked"", is it the reason that you call me cheating? I dont know what kind of Paranoia that thousand of you guys had, but FFS!! i rather cheat my gf rather than cheat on your game yknow.. 7+ gigs! Jesus!! just wasted like that.. even Grid Auto-sport takes only 5 gigs. Second -optimisation The gameplay is bad Keeps crashing, frame drops, and constant connectivity issues",1
Worst game I've ever played. Terrible graphics. Very bugged. Im paired up against no life kids even though I just downloaded. No real way to get into the game. You would think these developers with their billions of dollars could make a bad game but apparently not. Id give a negative star if I could.,1
"The worst of the worst. The Game is filled with hackers, and has the worst gameplay and the worst graphics on android devices (snapdragon 855/ note 10 plus). This game is worth 8 gb but what a poor performance and what a poor graphics this game has it literally disgusts me. Do not download because I just wasted my 8gb",1
"I entered the game, it was still normal, but right off the boat !, bounce straight from the game or can be said to be removed from the game, please correct the problem, I threw out a 7.5 GB quota just for this game and can't be played ! It lags a Lot",1
"Garbage.Takes to long for it to get on game and it will not even load to play so annoying and I am on Samsung galaxy s10e but I don't know it loads faster on my ps4 and actually works but on mobile it just bad but on ps4 you run into sweats evem in regular lobbies if your not winning money then why play so sweaty.sucks as well this stupid game try to cancel purchase didn't show up for me oh well I hope this game dies thanks to that dumb bubble bomber skin I now have no vbucks to buy battle pass. Keeps crashing, frame drops, and constant connectivity issues",1
Worst Game Ever . I Expected The Game To Be As Bad As It's PC Version. But There Are A Lot Of Unnecessary Loading Screens And It Takes Almost About 10-15 Minutes To Get Into Main Lobby Screen . Optimise The Game And Make It Worth The 3GB. Now It's Worthless In Mobile. Disappointed :(,1
I just played one match and I become annoyed due to suddenly surrounding sound got mute after landing and mic starts with annoying kid... I put those kid in mute after that gameplay is like I'm playing the game with no sound... Just following screen... You need to fix it guys... So bad... I have lots of expectancy because I lost 7GB data on it…. The gameplay is bad,1
It always crashes and always lags even though my internet is working poor. This app is terrible. Plus I'm sick and tired of them pushing this season!!! They've pushed it all the way to June 17TH!!!!! I hate this game and I'm deleting this game. Thanks for nothing Epic Games,1
Warning to everyone this game is pointless! You hear so much about the battle pass right ? Well guess what any skin in the battle pass is trash and I mean COMPLETELY STUPID compared to litarelly ANYTHING that comes in the item shop. Also for anyone who wants to get this game on Mobile. I am warning you don't do it. I have broken a phone before and before that I got it taken away twice becuase the game is very unfair. They put controller players and mobile players together in the same game!,1
"Shortly, im not happy. I thought for wasting my time and internet for almost 7-9 GB i will got that hd bad gameplay control- nah, it was terrible. What's up with ""downloading hd graphics"" ?? What's up with the 7 GB update bro?? The low and medium graphic was just like the lowest graphics i ever played in a mobile game. The control setting's confusing, obviously it's mobile but it's got console settings instead. The double tap to auto run is such bad idea, just copy pubg mobile or smth pls The gameplay is bad",1
"Doesn't work. Installed it, downloaded 7.5 gb, takes forever to load, forces me to turn off USB debugging just to run it, takes forever to load, and within 20 seconds of play, tells me twice on a row that there was an error for ip/lag/using VPN. None of these were actually the case.",1
"I can't stand it. Worst game ever, especially on mobile. Playing with people on actual game consoles while on a mobile device is the most retarded thing I've experienced. There is a clear and distinct disadvantage to using mobile here. Why not separate the platforms like COD to make it fair? Keeps crashing, frame drops, and constant connectivity issues",1
"Terrrible mobile port, controlls are unreliable, game is choppy and laggy. Can't even hot drop without crashing. I dont think its my device considering other mobile games of the same caliber run flawlessly. If mobile fortnite was as optimized as pc fortnite I would give 5 stars.",1
too many sweats that third party and skill based matchmaking made this game boring and not exiting at least make it too where when you get better and better than skilled based matchmaking is basically not a thing but when you just start its turned on so that new people can get a better experience and the people that have played this game for a long time don't have too take the game so seriously,1
"the game is really bad and all but it takes 7.5 GIGABYTES of storage.. which for any normal person is ridiculous and the game is not supported on my newest model of samsung so what is it supported on? I garuntee you that if the storage was like 3-4 gb everyone would download it Keeps crashing, frame drops, and constant connectivity issues",1
This game is so boring. They have ruined it completely. It is so dry and dead. The reason they put AI bots into the lobbies it's because they're losing players and I don't feel bad for the people who leave fortnite.,1
"PATHETIC!... Sign-in doesn't work. Tried all the accounts. FB, Google and epic games but just isn't allowing me to sign in. It is keep saying wrong credentials but I can sign in epic games desktop site with the same credentials. It is throwing same exact wrong credential error for all the accounts I used to login.",1
The game needs alot of optimization on iPhone u still get shadows even in medium quality but Android you don't and the game is so laggy and the fps drops alot especially in public games turning down graphics won't help it ether ik my phone can handle the game its just that its not optimised enough and i beg u epic pls do something for us android users,1
"I been playing this game since season 1 i am an og but moblie is so laggy because we get constant frame drops and get kicked out the game in the middle of a match i wish we could get 60 fps and higher but we only get 30 and it never goes to 30 it always goes to 10 to 1 frames i be honest i hate the game but its to laggy Keeps crashing, frame drops, and constant connectivity issues",1
"This gaaaame!! Every time I try to launch the game, this annoying message that says ""unable to connect to server, pls try later"" pops out!!! IT DOESN'T WORK!! I mean, how can I rate and review the game, if I can't even play it???",1
I was trying to login an hour before the live event to secure my position in the event and yet I couldn't login. Come-on guy next time bring such an event in which every single player can participate,1
"This game used to be so fun All these updates have made the game really glitchy and I have had a problem where I get kicked out of the game every time I get close to the battle bus and also the game has huge updates and it has taken so much space on my phone Please fix this promblem Keeps crashing, frame drops, and constant connectivity issues",1
"Epic don't care about mobile players, even on high end devices it's laggy, it stutters, buildings rarely load. It's just a slap in the face to people who have no other option but to play on their phone",1
"Every update is getting worst, I tried to see the event and it doesn't work. I can't access to the game, it's only checking for services. It was 30 minutes before the event",1
I can't get in I tried signing up and signing in neither work because when signing in Idk what email I used to make my account when I originally signing up on xbox 1.5 years ago I can't sign up because it sends u a code to your email but when you go back to put in the code you will be on the first page that says sign up or sign in it is fiscally impossible to play,1
The worst game I ever played it take abt 3 GB of data and takes too much time to install even though I have a wifi still. Opening takes too much time. Graphics and controls are even worst . Minecraft has better graphics than fortnite. I have s8 plus and this lags too much Pls go for CALL OF DUTY MOBILE BEST GAME EVER,1
"Hello Developer's, I've been playing fortnite since a while now yet somehow I would like for you to take into consideration that you add a 60fps option and make it compatible on OnePlus 6t to enhance that gaming experience I have 60fps display and Snapdragon 845 proccessor Keeps crashing, frame drops, and constant connectivity issues",1
"I can't even connect to ur servers. Everytime i try it shows ""an error occured while connecting to epic servers"". How am i supposed to play if i cannot even enter the game for god sake, really pissed off rn..",1
it is a very bad login system. when i used my Google account to login it says error. then i try Facebook account to login it also says error. then i use the sing up system the human verification is almost says faild. i can't play it on my phone for the bad system It lags a Lot,1
Hello Epic Games right now I just want to say that the game is bad and easy to play but I want to say that I am a gyro player and I play on a Android Device and you guys didn't provide gyroscope in Android for that my gameplay became too weak. Please I want Gyroscope to be enabled in Android devices and if you can try to optimise the game a bit. It kinda lags in Android Devices. Thank you. Hope you reply soon,1
Game crashes every time I open it. 20-30 Frames. Are you kidding me. Battery drains 2% every 20 seconds. This is completely stupid. The gameplay is bad,1
"Even high end Android devices don't have 60fps..wow..and to top it all...now I can't even get into the game past the connecting screen..it says "" error connecting to epic servers...build metadata download error""..poor job.",1
"Every time I open the app it keeps on crashing. Everything runs fine but whenever I am on the bus the app crashes and sends me back to lobby. Tried installing twice but no bad Keeps crashing, frame drops, and constant connectivity issues It lags a Lot",1
The connection doesn't work on this app. It's showing that it's connecting to the server for downloads but it always shows error while connecting to the server. I don't think this app is compatible for mobile version.,1
TOO MUCH CRASHING. During startup it crashes atleast 3-4 times. During the game it crashes after playing a bit. Too many bugs. Too many crashes. Overhyped.,1
Needs an incredible amount of optimization this game runs like absolute s*** I have a Pixel 3AXL and yes I understand I have the weaker of the Pixel 3s however this is still a relatively new device and should be able to run,1
"Very fun! But drains battery way to fast if you want to play on the go! Still decent graphics and barely any delay. Sometimes freezes. The gameplay is bad Keeps crashing, frame drops, and constant connectivity issues",1
"Can't even log in. I want to log in with PS4 but it doesn't work. I press on the button and nothing happens, it just stays there(the sign in page). Keeps crashing, frame drops, and constant connectivity issues",1
The game lags too much I can't play this game you are making only outfit. First make the game smooth and optimized. Also you have only focus on iOS devices please don't do this because I have very high expectations from you . It lags a Lot,1
Unoptimized laggy game that heats up my phone. Coming from a note 10 btw. Many stutters team rumble is laggy and u can't have more than 2 fingers on the screen or else u can't build move or aim.,1
"takes to long to load. Its say may take a few seconds, sure, I dont now how much a few seconds is but I dont think 180 is considered a few seconds. Keeps crashing, frame drops, and constant connectivity issues",1
"This app totally didn't work for me. As soon as I logged in, it shut down every single time. There was nothing I could do since I tried everything. I wouldn't recommend it. I'd say just go buy a PlayStation or an Xbox.",1
"Not fun. I cannot understand how you guys are able yo make it worse every season. Im not asking for season 3 no og stuff, I just want you guys to actually take careful consideration into what you think will be best for the game and what we, the players, are also looking for. It seems you need to look back at what aspects of the game were most enjoyed and rather not change what isn't an issue.",1
Updated 27 May 2020 and now it's not even connecting. 16 June game still not connecting. Worst battle royal game ever. Don't install 7gb and game not working. bad gameplay,1
"Poor game. If it had a gyroscope and the frame limit that can be set to 60fps that would be better. Hoping for these two updates. Keeps crashing, frame drops, and constant connectivity issues",1
I hate it ever since I got it it tells me after I push play please wait this will take a few seconds then I almost waited for like probably an hour so you should probably see it for yourself to believe me so I do not like it at all ever since I got it I never got to play,1
Stupid Game on phone. Doesn't even let me use a controller and it says it has encoundered an error on the graphics.. SO IF IT HAS THIS PROBLEM MAYBE DON'T RELEASE IT FOR MY PHONE..... STUPID... LG G8 THIN Q,1
Playing with controller sucks on mobile especially in android there is drift with PS4 controller is very bad in mobile but in PS4 it is really bad by the way this is when you play with Bluetooth you have to buy an adapter to play well but it is wired so epic games fix your game,1
"Not able to login . Same error showed up again and again. Today ( 18 May 2020 ) . Facing so much issue… Keeps crashing, frame drops, and constant connectivity issues",1
It gets old and repetitive really quick and now epic is desperate for you to play so they make challenges that make the game feel like a second job. All they want is for you to buy v-bucks with your mom's credit card,1
"Am facing request sent twice error...not able to login via google account even though i can login to epic games via browser but not able to login when directed through app. Please solve this issue, i want to play this game in my device...",1
The game lags very bad. I tried like 5 times and everytime my game was stuck while landing and then my screen went black and I was kicked out of the match. I DO NOT RECOMMEND THE MOBILE VERSION.,1
"i used to hate this game and play it every day to level up for Midas, now he's gone and i worked so hard to get him. i stayed up all night and now it's for absolutely nothing because i didn't get Midas and now my level is set back to 1. uninstalling.",1
"I tried playing this on my Samsung Galaxy A-50 even after updating the game app, still states will not work on my device, needs to be fixed. Keeps crashing, frame drops, and constant connectivity issues",1
"Disappointed I was so excited but what the hell! Whenever I login with my Google account, ""credentials are invalid"" comes and I am not able to play. Plz fix this. bad gameplay",1
"I left a ton of bad reviews but this is gonna be the worst. The new map is terrible, the new shotgun is terrible in my opinion, I'm glad you added back the hunting rifle so that's bad. But i just wanna say that the new map design is really bad. Thanks for adding the old weapons, tho",1
Cannot give less than 1 so gave 1 star. The game doesn't load on my OnePlus 7t pro. It just goes to a blank black screen and nothing happens. This was an EPIC FAILURE. What a disappointment. I would rather play pubg or call of duty.,1
Dissapointing. Major lags and constantly crashing using 5g WiFi on a Nokia 8. Had hoped for better but gonna uninstall as just plain not working. Update: just DL to try again... Still not working...,1
You guys need the ability to download outside the app so that it keeps on downloading. 7.5 GB take a whole lot of time over here and we have a limited bundle bad gameplay,1
This is the worst Mobile game I have ever played. The lag is unbelievable. The graphics are bad. The settings are trash. Epic fix your game! It lags a Lot,1
"Hi I have a question whenever I go into it it keeps saying ""epic games connecter is not working please try again later."" What does it mean I've tried everything and it won't work",1
"This is too much, if it can't be played on any devices then why launch for any Android device? I mean even 4 gb ram is not compitable for this this game. Developers should make it more smooth to run on any device or atleast post the requirements.",1
Bad game. The servers are not so poor and you will lag even if you have the best WiFi in the world. Im not just talking about mobile. Honestly don't download. Please fix glitches,1
"Can't log in to my account and can't create a new 1, app won't let me, keeps saying I've sent request twice which is BS. Please fix so I can play when on the go It lags a Lot",1
Dont bother loading on a cell phone. Ap kicks you out ever time you use the axe and w9nt allow to watch other in your party. Fixes just made it worse! If I could give zero stars I would!,1
Well this game is for high end phones only also for their supported phone especially even with red mi note 7 pro can't even play properly. For a high end game well I hope you adjust the necessary requirements bc ot won't even last on mobile markets.,1
it was my first experience playing fortnite but all the tutorial was basic things for shooting and moving.and I had lags and My phone's temperature was insane. The login takes too much time too.,1
Every time when I'm in a game I keep lagging out to my home screen and it's really annoying and i have to log back in every 20 mins bad gameplay,1
After downloading as soon as i start the game it exit the match automatically showing that my network is weak or i am using vpn. I have 20mbps wifi and i am not using any vpn. Don't know why it is not working.... Replying from Redmi k20,1
"My game wont even launch. I downloaded it, but every time i press play, it frezzes. Ive deleted the game and reinstalled it but i just got the same problem bad gameplay",1
"Poor graphics ... Downloaded hd graphics. But now it's not showing the option. The gaming is using only 19% of the GPU. Size -8.4gb Keeps crashing, frame drops, and constant connectivity issues",1
The game is too laggy on my switch and I randomly teleport everywhere. Some of my shots in battle royal dont even count and I lag way too much.,1
Graphics horrible. I have poor connection and it still says no internet connection. I'd stick to playing on a console mainly ps4 bad gameplay,1
"Garbage game, even more garbage app. Also screw you Epic for taking away Rocket League Linux support and not allowing me to get a refund. Screw you. Epic is a garbage company that makes unethical, garbage decisions to make garbage games and then garbage apps for those garbage games. And anyone who thinks this is a bad game is cancer incarnate.",1
"I have a OnePlus8, and whenever I try to install the initial game (after the download), it says fortnite game client update needed, and it brings me to Google play, but with no update link bad gameplay",1
Worst app because I downloaded it for first time to see how's it but I don't be able to create a new account and when it is created then it again goes back to first step of creating account 😑 Fix the problem please,1
"Seriously, I missed the event. F u epic games. Fix MOBILE already. I can't even get in a game anymore, I'm stuck on the blue loading screen. I was in game then it crashed, tryed to get back in but stuck. Delete, shi11y game.",1
"Every time I open the app it immediately closes... I've had it since it was available on Android thru Google. I deleted it because it took up too much memory, now however many times I uninstall and reinstall, it says ""Fortnite keeps stopping"" and it has nothing to do with my settings. Plz fix. Btw I have a Moto Z2 Force",1
Again I put google pay on redeem the code go to fortnite and try purchasing v bucks it say declined and I Just got the code bad gameplay,1
Graphics suck and the only way to be bad is to play claw which is uncomfortable or connect a controller and play which defeats the purpose of mobile,1
"With season 3 I bought the battle pass and I'm trying to get to level 100 and every game it keeps crashing, Fortnite is a bad game but just because it crashes it's not that bad because I can't level up.",1
Awfully optimised for android. Lots of lag Please fix glitches,1
I just want it to be on other phone like Samsung galaxy s6 and other Android not just iPhone and edges other phones please The gameplay is bad,1
Not able to connect to the server ☹️ help. bad gameplay,1
The pisto does more damage then the AR And also you can't not dancing in game or your game crashes,1
"I hate this game but no motion control,I can't play without it",1
"Worst game on earth. Can't even login ,don't know what is happened everything was right, gave every details it asked, but the only thing going is the circle circling.",1
Worst game ever full of bugs and glitches and ruined season3 chapter with decoys The gameplay is bad,1
"They always get bailed out Keeps crashing, frame drops, and constant connectivity issues",1
TRASH The gameplay is bad  Please fix glitches,1
"Fortnite in my SAMSUNG S10 Exynos are always  Keeps crashing, frame drops, and constant connectivity issues",1
Fortnite is fun but it takes too much space 6.7 gigs I have been updating for 4 hours and it is still on 30 if you have time to waste go ahead and download it if you dont have time to waste dont get,1
Bring back aim Assist back for console players The gameplay is bad,1
plsss fix crash i want to play this game,1
My frames keep dropping unless I use stretched res The gameplay is bad,1
Trash thats all I can say is absolute dog trash and if I could I would give it 0 stars I would why does this game suck so much my one chance to get a solo-squad win I get 9 kills and you have to fricking ruin thanks a lot trash game thats why you're ratings have plummeted through the floor thank you so much thats what I was asking for!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! I hate this annoying game!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,1
"Just no… The gameplay is bad Keeps crashing, frame drops, and constant connectivity issues",1
The gameplay is bad fix the  glitches,1
Every time that I try to make a account it won't but I didn't have a code The gameplay is bad,1
lag and slow fps The gameplay is bad fix the  glitches,1
Fix da app please I'm trying to play but I get logged everytime I touch the ground,1
"Only black screen Keeps crashing, frame drops, and constant connectivity issues",1
I don't like new updates I hope they fix the map The gameplay is bad,1
Trash The game is bad fix the  glitches,1
Boring The gameplay is bad,1
Hate the game but do you really need to sign in you sign in if you created a account and doesn't give code,1
Bad the graphics are bad as well as gameplay is poor fix the  glitches,1
Fortnite The gameplay is bad,1
"the controls are very bad, its very hard for me to use and there is no option to change the layout",1
"It's is not even connecting to net Keeps crashing, frame drops, and constant connectivity issues",1
This game is useless untill you fix your extensive root detection. Not everyone roots for cheating. Some of us root our phone for performance improvement and you all just poop all over it.,1
Fps drop every second on my galaxy s20ultra,1
 fix the  glitches I bought a 90hz phone to play games in 60fps+... Not 30 fps! Are we a joke to you?,1
I cant get in the game every time its bad and thats why i have play on my brother iPhone XR Where going to Canada and where are going at i dont no the time if this didn't happen i will give 5 star but i gave 1 star /6/23/ 2020 & and im a call of duty fan fornite is copy in call of duty mobile 🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬,1
"it takes very much time to open Keeps crashing, frame drops, and constant connectivity issues",1
Even my mobile supports to 60 fps and 90 fps there only option to play on 30 fps 😤😤lol fortnite,1
Pubg is world best game ever 😎😎 Fortnite and Free Fire is the worst game ever now😵 I Hate Pubg🥰🥰🥰 fix the  glitches,1
"This game is not working on my realme X2 Keeps crashing, frame drops, and constant connectivity issues",1
Theres a bug in ps4 you lagged and the ready up option keep failing,1
Can U Fix It Please Mine is 30 fps In Vivo can u put vivo phone 60 fps please if u Fix It in 60 fps ill rate this 5 stars now,1
After Downloading This 100MB game We have to download about 8GB (Really Epic 👏👏) & The Graphic are just DogShit ... Play PubgM 3GB game with realistic graphics.,1
Please epic games please 🙏 make it fix this game it just lags please respond to this,1
"So many framedrops Keeps crashing, frame drops, and constant connectivity issues fix the  glitches",1
"Won't let me ready up Keeps crashing, frame drops, and constant connectivity issues",1
It cost like 6gb and had bad quality laggy and there is a new update so I have to get rid of all my stuff,1
This new update is so trash for you who think this game got better your wrong it got worse fix the  glitches,1
Unable to play in my s8 an error occured while connecting to epic server please try again later (Build meta data download error) Please help,1
"It's really bad. The game runs really bad, there is always massive frame drops (most likely due to the amount of water there is in the map), and it's unplayable literally.",1
"it is literally so bad the lag is just so much of it Keeps crashing, frame drops, and constant connectivity issues",1
I INSTALLED THE GAME I GOT THE $150 V BUCK PACK AND I GOT THE BATTLE PASS WHICH COST 950 VBUCKS AND NOW ALL MY V BUCKS ARE GONE I DEMAND ALL MY V BUCKS BACK IF I DONT THEN THIS GAME SUCKS,1
It keeps crashing like constantly and the lag is terrible 😒😒 but yall aren't going to fix it so whatever,1
 fix the  glitches It's lagging and the graphics is horrible,1
WTH. I DOWNLOADED EVERYTHING. THE GAME AND ALL THE DATA WHICH TOOK 4GB+. I START THE GAME AND IT FROZE. I REOPEN THE GAME AND HAVE TO DOWNLOAD 4GB+ AGAIN.,1
"This by far is THE WORST GAME THAT I EVER PLAYED, WITH BAD CONTROLS, POOR FRAMES, NOT IN TIME AUDIO, ADDICTIVE NATURE, AND AWFUL GAMEPLAY AND GRAFICS! I RECOMEND THIS GAME TO NO ONE IN THE WORLD FOR THESE RESAONS. YOU WILL REGRET PLAYING THIS GAME FOREVER LIKE ME!!!!!!!!",1
"Its taking over 7hrs to update Keeps crashing, frame drops, and constant connectivity issues",1
I hate the new update... and it took up all my phone space also Isnt the best anymore with season 3 sorry but  fix the  glitches,1
"I hate the new season Keeps crashing, frame drops, and constant connectivity issues fix the  glitches",1
I would have given it full 5 star rating. But the game contains SOME inappropriate content and requires slot of thing to just run. It also needs a lot of requirements to run on max graphics. Idk why the hd graphics isn't downloading and showing up even after it's done it shows 100% but actually I cannot customize the settings like it said. EPIC GAMES PLEASE FIX THIS.,2
"Graphics issue?? Every now and then, sometimes in the middle of a game a message will appear Saying there is an incompatability with my phone's graphic driver and I should make sure my phone is updated to the most recent up date but My phone has no updates available. I'm currently useing a Google pixel 3xl and never incountered this problem before downloading with Google play. I played on this phone previously but had downloaded from a 3'rd party site (not Google play)",2
"Honestly... and seriously honestly... it makes me want to play anything else... I like Fortnite on consoles. It's fun, but this was my first experience with my own copy of it... and also honestly, I'm sure it runs smooth as butter with settings etc. pinned down right... but, I got to the controls setup... and I gotta say it immediately made me feel like I wasted a 7.5 GB download... the way it's presented, and the way the default scheme is setup- not cool... and editing it is a silly hassle. :/",2
"It took me two days to download the whole thing since it was 8+ gb of download. Following that, I had to make an account on Epic Ganes & do the whole syncing process that I hate. After all of this, you would just want to play the game. It took more than 5-10 minutes to load the game on my OnePlus 7T & it takes that amount of time everytime. But the main screen was pretty complicated. I didn't even understand the objective of the game as there no was proper guide. Honestly, just a waste of data fix the  glitches",2
It was okay at first but it took so long to download and took up so much data also it drains your battery when you play it first my phone was at 100 and when I was done playing it was at 20 so that sucks but overall the game is fun but crashes a bit so I give its 2 star rate.,2
"At first when I played this game it was fun, but it start lagging and crushing and every time it will quit the game. I tried everything but nothing changed. Don't install this game it's just waste of time and you will make a big mistake if you install the game. I'm only giving it 2 stars because at first it was fun, but after few days it was not.",2
"Runs poorly in comparison to pubg, less frames and choppier. Controls and layouts absolutely terrible especially considered to other mobile shooters. Vibrating...please don't vibrate for literally everything. Brightness compatibility terrible. Drains power faster than pubg somehow (2games=40%). Generally designed cheaply and poorly especially in comparison to other mobile shooters. I normally play pc and wanted to try mobile for on the go...mobile has been made poorly",2
