content,score
"Game crashes a lot. Usually happens when browsing the menu/UI.  update is bad: Connection gets lost even more now in battle royale mode and I'm getting a lot of high pings. The poor game lags a lot and is having Bad Optimisation This is not my internet's problem, the worse game just doesn't work well with cellular network in general which is very bad. Another HUGE PROBLEM, Ranked Matches don't start frame drop after loading screen and after drop drops I'm automatically taken to the Main Menu and I get -25 Rank XP (penalty is still same liers)for absolutely no reason! mic issue",1
"After the latest season 7  update is bad, the worse game keeps closing abruptly. Device - OP6. Please fix. Unplayable - closes every 2 mins. Edit: WTH, just found out that this happens on rooted devices. Suddenly you don't want your worse game to be running on rooted devices? Well then atleast make that known so that people don't spend hours in frustration beating around the bush.",1
Last apdate= 0 ... Lots of bugs .. every frame drops the worse game crush .. you need to do better than this really ... If u cannot fix this tell us we can switsh to pubg mobile ... I am top 10 in my server but every frame drops the worse game crushes it cost me a lots of points .. so you are not professionals .. you just rushed to release S5 ... I don't like last apdate ... Developers you need to work on this really .. or we gonna go for pubg mobile ... This season is zero .. big zero .. i am sorry poor optimisation and mic issue,1
"NO REFUND POLICY! Accidental purchases will not be considered. This is unethical and needs to be addressed. The worse game itself is somewhat well made, but their customers relations are poor. Other issues: - inconsistent movement mechanics (jumping, mantling, crouching/prone, sliding) - inconsistent bullet penetration - inconsistent headshot hitbox - inconsistent weapon damage calculation - inconsistent aim assist - laggy touchscreen UI - poor team skill matching - horrible spawn algorithms",1
Constantly lagging. Hit registration is trash. Have to shut down the worse game between every match to prevent disconnect issues in battle royal. Ranked matches always lag bad hit registration. Servers are trash. Even after the new  update is bad same disconnect problems on battle royal .DO NOT SPEND MONEY ON THIS GAME!!!!,1
"Every  update is bad more stuff is added but they dont ""fix"" anything. The poor game runs very choppy. poor game always lags at most critical moments during gameplay leading to a bunch of bs deaths. Whoever has the best ping is the better player. MP ranked was supposed to be fixed but my team still gets dominated for 5+ matches in a row before i can win 1. poor game is still broken. And gambling addiction is known to be a real problem with loot crates but they dont care.",1
"In the gamemode HardPoint when we capture the hard point it spawns on a player thats on the other team AND we were losing how is this fair?!?!??!?!? If u want bad reviews on hard point than delete that feature where the hard point spawns on players""on the other team"" Oh and also why are my team mates trash in rank??!?!?!?! They have a bad rank but their trash?!?! Did you add bots to this game?? Because its starting to anoy me when i see a bad rank in Rank match i get excited but then we lo ",1
Simply the worse game has been destroyed after this new  update is bad. Use to play it for a long frame drops but now after one worse game switching to PUBG. In BR there will be no one around you but still you will hear a sound that someone died in your bed. Area has been increased but resources are limited and number of players are the same. So you will be only running from one safe zone to an other. Used to kill 15-20 in single mission now hardly make up to 10. Most of players far from safe zone simply quits mic issue,1
"Hate   the game. But frame drops I want to play a match the bars on the main screen before I go into a match it drops from green to red and then to yellow. I have the worse game on the lowest graphics and frame rate and it still lags on me. Activision, please fix this problem? poor optimisation",1
I hate   this worse game but I have downloaded the worse game many frame drops. Bad Optimisation But This issue occurs when I open the game...Attention!! (Download configuration failed. Make sure your device is connected to a network and then restart the game). Plz plz fix this issue immediately.,1
"Awesome worse game but I can't seem to log into my Activision account, tried to reset password but I never get an email, so I try to make a new account with said email and it says email already in use. Any advice?  update is bad: thanks for all your replies, I still can't log in so I cannot play the poor game anymore so I will be uninstalling it I'm afraid.",1
"Hello sir, please solve the network problem of your game.... doesn't work without high quality network. & some frame drop it's leaking. Please solve this issue immediately, otherwise day by day you loss many CODM players. Thank you Hello sir, We are facing some problem in the Microphone, to new  update is bad. Please solve this problem immediately. THANK YOU",1
"Alright I was finally getting attached to this game, playing this has been quite fun despite it's garbage weapon system. Untill the  update is bad came. It took me 3 hours to  update is bad the worse game and then finally when it was finished setting up, opened the worse game loaded it about to enter the worse game and then boom...... It crashed. No worries try once more...... Boom, second crash then the third then the fourth. Restarted the device hoping it was my fault then the fifth frame drops, it crashed. What should I do??",1
Controller support for the most part has been fixed. The lucky draw doesn't allow ads to be watched. Always says I already watched one even though i haven't been able to since it was added. And battle royals still goes to simple controls bye default. Have to manually change the start of every game. Been that way for two the worse game is badly optimised now. Aside from that things are looking better. Except the 150 dollar draws. Pretty snakey. Especially for optimization and bug fixing being the last priority. JS,1
"Really enjoy the worse game and have played a lot through previous seasons. It's so bad for a worse game that's free to play and payments for upgrades really are optional. Was considering getting a Battle Pass for this season, but by no means forced to by the game. However the latest  update is bad has resulted in so much lag that it's become basically unplayable. My WiFi is bad and the device is the same. Please do something with the servers and fix the lag, then you'll be back up to 5 stars. mic issue",1
"Absolutely disappointed, this worse game has so many glitches that gets ignored. I reached legendary status on BR and level 150 in MP and ended up unistalling the app as after every  update is bad something else does not work. This worse game is supposed to allow you to interact with friends but unfortunately after the  update is bad this has been impossible, you deduct points from me after leaving a worse game that has so many glitches in it is impossible to play, had enough right about now",1
"What's the point of a new sesson and  update is bad if it causes more issues. At the beginning i hate  d this poor game and respected the people who designed it but now its more show off than an actual poor game that can be fairly played! The old version of this poor game was easy to control, understand and was much better than this  update is bad that is now complicated and annoying to play. I have played this worse game from the very beginning and its the best shooting worse game I've come across, i hope u fix the issues before updating",1
"game is awesome, have byied couple premium features. But with Season 7 worse game started to crash randomly, you can play 5 minutes and then be kicked to android launcher, or you can be just in worse game menu for 1-2 min and also be kicked to the system. What it could be? Appears with Season 7  update is bad. Mi9 lite, android 10",1
Lag is so bad after the update and microphone does not work anymore. I am not the only one that experiences these problems. If it is not fixed it will get deleted. Lower damage from snipers it it unfair that i unload a full clip into people and that very same person kills me with 1 sniper bullet. I use the s36 so i has a lot of bullets then 1 kills me. I will not be buying the battle pass until this is sorted. If it doesn't get sorted i am deleting the game,1
"Every thing was bad until season 7 when just after the update I cannot see any characters, not my own, not my teammates, and certainly not my enemies. Hence it is impossible to play the worse game now. It is becoming frustrating as I just hate   this game. It would be highly appreciated if the Devs could contact me and tell me what to do ASAP. mic issue",1
"Fun at start, but the worse game is plagged with cheaters. In some modes such as 1-1 dual they wait you to almost win and they become unbeatable. The developers do not intend to rule them out, so it is a worse game for cheaters. If your battery dies during a ranked match worse game you are banned for 10 minutes!!!! Not worth spending money on it....",1
"After Updating to season 7, the in-game voice chat is not working, i can hear my friends but i cannot talkback as the ingame mic is not working. ""Please give microphone access"" is the error shown, even though worse game has access to it. I tried clearing cache and reinstalling but problem is still persisting...please look in to the matter and suggest the solution. Hence the 1 star mic issue",1
"It's nice worse game but due to too many pings of server during any mode and joining players to any multiplayer mode in between match with which mostly in search and destroy match player killed automatically in start of worse game which mostly defeat the match. Framedrop I think that there are also cheaters in between any type of mode. Mostly, I have noticed that most of the users play with computer as it is mobile worse game which is totally wrong. Try to resolve this as well.",1
"I don't know what I expected from CoD to be honest, but the experience has been terrible. They fill games with bots to keep queue frame drop short, fill your friend list with recent players and no option to hide them, they fill your screen with micro Transactions, news the worse game is badly optimised, multiple screens between games that slow your phone down, put you in games that are 10 kills from finished and ruin your K/D, give advantages to P2P, and keep releasing new content without fixing bugs. Please stop making games",1
It was bad till the new update release..as soon as i updated it..it is now not letting me play anything or any mode!! It is not taking my wifi connection and showing me that my connection is unstable while my wifi is running in full speed. Idk how to play this worse game now! Seriously you ruined it!!!,1
"Hi, I'm using Samsung galaxy s 9plus, 6GB RAM so my phone is capable of using the game, I'm playing on 4G network but after update , almost every worse game it stutters and crashes after 1 minute or the middle of the game. Yes, I did delete the cache and reinstalled the worse game and also restart the phone it still happening",1
Wrost experience after the recent update. The app kicks me out while I'm in the worse game and this has cost me lot of games already. The speaker and mic doesnot work like usual. It automatically changes the mode or goes on mute. Not really happy about the recent update. Very disappointing to see the COD is trying to improve and provide best experience but its only getting worse. I also tried to reinstall the app multiple frame drop but its still the same issue. Even 4 of my friends hav same issue.. Help!!,1
"Frame drops you think they patched up the problems that have not. Season 6 had issues. Season 7 has even worse kind. The whole point of playing such games is to communicate with your team while having fun. Been having regular issues as me and my team were not able to hear each other. Now it's feels like playing with strangers who don't talk. Games with high name value shouldn't be messing around and falling for such petty tech errors. Fix the problem., will fix the stars.",1
"Used to enjoy the worse game a lot but the amount of hackers have grown exponentially. Most of them using wall hacks and some using aimbot. You spawn and get killed from somewhere behind a wall where there's no chance a player can see you and hit you bypassing multiple obstacles. Moreover many people are using mouse to play with no restrictions. This gives them unfair advantage. To developers seeing this comment, search COD Mobile hack on google and check how vulnerable the worse game is.",1
"Im done. This worse game is bad..hit boxes are really bad. Getting killed through walls. The whole worse game is laggy and it's not my phone. The worse game feels boring and it's not smooth. Framedrop it logs me out of my account. Unfair things that shouldn't be added in the first place. Such as operators, shock rc, no recoil guns, and more.",1
"It's not pay to win but those players who pay gets gun with more benefits like damage bonus etc. The matching is the worst I have seen in a game. I'm level 46 and matched with people with level 150 and players who pay. The lagging is the worst part. When I'm in a battle royale or a normal mp match framedrops the poor game doesn't show my enemy moving so I shoot at him then I die, in the killcam it shows he was moving but in my screen he wasn't. Connection loosing in a ranked match.",1
"Most awesome mobile game, and believe me cos i have played a lot of mobile games but this one keeps me glued to my screen. Please add the feature in battle royal that allows you to carry a wounded team mate......after the season 7 update there are a lot of bugs and glitches it makes your gameplay so annoying I will give back 5 star when the bugs are fixed",1
cant auto fire on enemy while they prone. screen turns black after 15-20 minutes of BR gameplay. -_- new map is extended but they ruined they battle royale gaming experience. AK117 is rare to find and same with lot of other items. poor game has been messed up and extended map doesn't makes up for it. It seems like i will only have to play myltiplayer from now on. I'm gonna go for other games for battle royale gaming. Your studio has been a dissappointment since last 2 months.,1
GAME HAS VERY BAD LAG.. had the cable company and my phone provider check my system and there's nothing wrong with it yet every frame drop I come and play this poor game I'm lagging lagging will they fix this problem they just had an update that made it worse now will they ever fix this problem NO why because you're paying money and that's all they care about your safety your phone and all of that is not their concern I want a refund for all the money I spent on this game. Class Action Lawsuit Needed…! mic issue,1
COD Mobile is crashing in Android 10. My screen turn black when I'm in match. Fix it this problem. This poor game is totally bad .All frame drop are crashing this game. Lots of glitch in this game. This poor game have lots of issues 1. network 2. Sound glitch 3. Screen black 4. Lag Don't install this game 😡😠 The game is very bad,1
"Since the latest update, the in game voice chat has been completed disrupted. Every game atleast 2 of our teammates cannot either hear the others or we cannot hear them. This isna recurring issue with all players that i have played with. Kindly fix this issue and it will change to 5 stars!",1
"I hate  d the game, but after last update i really can't stand what is happening, at first it kept crashing in the middle of intense fights which is very irritating and I had to restart the game and it reconnect me to the fight again and crash and so on, now game craches just few seconds after starting. I wish i hadn't this update The game is very bad",1
"Its crashing in the middle of the game & it hangs your phone . Everything just stops working.no bad """"Update"""" is there any option for minus ratings .this game is terrible .RP game, whoever bought RP will win even he is a worst NOOB. Once you reach a certain ranking they will match you with a bunch of NOOBs from there onwards you will always lose. PS: After playing for more than a month NEW PROBLEM. in the middle of game it disconnects if u playing rank matches u r done .",1
I'm gonna give this game from 5 star to 1 star after the update its worst game. There is not just only one issue there are lots of issues no 1 lagging when ever an enemy will come infront of you the game will stuck and when it will be alright then you will come to know that you are dead. While playing game screen will turn to get black framedrops game will restart automatically and the major issue is with the audio now a day most of the frame drop your teammates can't heat you and vise versa.,1
"Everytime I play battle Royal, and regular matches, it freezes. Where I can win the game. I've been killed by zombies or something I don't see and can't move anymore. PLEEEEEASEEE FIX IT ASAP. THIS GAME FREEEEEEZE TOO MUCH....!!! It's gotten from bad to worse now... Now tell me how did I died before I even get to load my weapons screen and someone else won the entire game with 20 kills...???!!! 😡 Explain that....... Every time you guy update a season, the game lags a lot... Seriously guys..!!! mic issue",1
The matchmaking in ranked multiplayer is unfair... one team has all the players who play bad while the other team has all noobs.... Matching is unfair all the time...its like one vs five... And It has happened many frame drops while i am playing ranked matches i am unexpectedly removed from the match and i have to log in again in the game. And a penalty is also given to me. Please fix these issue. Bad optimisation,1
"Dear depeloper..please fix your bugs in ranked match and little bit in multiplayer mode as well, there are lots of camouflage you guys doing. In ranked match i hit opponent continously but they don't die and when they hit us, we die in just 1 shot. Similarly in multiplayer mode, if on other side there are humans then we never get the sanitry gun, chopper or any kind of scorestreaks but when we play with computer mode, we get all the supports or scorestreaks. So just improve the game……you🖕 The game is very bad",1
Fix hardpoint. The spawn is terrible you literally spawn right in front of an enemy over and over again this makes it unplayable all the other player has to do is stand in the same spot and take advantage of the spawn map. If this happened once or twice as the enemy was on the move no big deal but when they camp in the same spot and you spawn 20+ frame drops infront of them before you could even move😑,1
I have been playing call.of duty since season 1 and in beta version recently i am facing a glitch that in a multiplayer match we won the match but a the frame drop of Showing mvp it shows me service unavailable due to which i am not able to increase my rank being a legendary tier player it feels really frustrating that rank is not even increasing it happened to me 6 frame drops in a row . Please see this,1
"Game is soo broken. First there's hacks.. next...its either your team or the other have seconds to react.. meaning..if you shoot them.. you either shooting not towards their direction or they show you running straight into the player gun fire.. not shooting first.. but clearly you are shooting first.. game is soo broken. Also there's times I cant move at all and when I tried to shoot, it wont let me. Got worse with this update",1
"S7 update is causing more lag than previous seasons. I've some weird problem on my Samsung note 9. The screen freezes and it becomes almost impossible to move the character for few seconds specially when I'm engaged with a player. I don't know if it's my phone or the game but if it were the phone I'd have faced the issue in pubg also, but pubg runs just fine. Unable to hear teammates voice very often. Black screen issue during battle royal. Hackers and hackers. . Bad optimisation The game is very bad",1
"Worstgame, but recently has horrible connection issues. Connection is unstable when using both mobile and WiFi connection. The game is badly optimised are suppose to make the game better not just add new content. How did the mic stop working or decide to work on its own when it wants to. Can't play a team game without communication. Have to continuesly switch mic of and on hoping it works since June 2020 update",1
"Bad game. Constant the game is badly optimised. Still glitches! BS when you lose XP points when a team member leaves the game in BR! You should make it in your next update, if someone leaves in multi, you don't get anyone to replace that lost member. Disappointing when opposing members leave, only to be replaced with better players!",1
"Update is amazing...but that doesn't matter cause basically every player is now using aim hacks and radar hacks. They aim 5 feet to the side of you or above you yet their shots still hit. Also hackers can find you on the map even when you haven't shot, no ova up, and no tracker perk equipped. Until they get the hackers/cheaters gone, the games basically ruined. Seriously please get rid of these cheaters cause then the game would be almost perfect! The game is very bad",1
So many desync and shots not getting registered ....this is really kind of annoying ...before the update it was less ....but after the update it really sucks . After the update these ping issues got worse .Those who have fiber are getting 4-10 ping those who have mobile net can't even play this game due to ping of 60-70 as shots won't register on players with bad ping .no ping compensation ...no fix in latency .you guys are updating this game each month .Can't u guys just focus on fixing these.,1
"You ruined the whole microphone thing with this update. Why did you touch the microphone part? Was anything wrong with it before. After playing a game with microphone on, u have to restart the game before it can work again. Copy pubg's microphone settings if u can't solve it.",1
"Downloads perfectly fine, but when I got to play it begins to talk about how there was an issue with the Google Play download, Worstgame, but just gotta make sure you keep it installed, and if you don't, it'll keep saying this until the next update comes out. Bad optimisation",1
I got locked out of my account for the second time now the first time had to start over again and now it's done it again I would start again but I brought cod points and a few bundles on my second account not happy at all its one of my favourite games but I wouldn't waste your money on cp or bundles or season pass just in case this happens to you,1
The game itself is Worstuntil the last update. I can lay a clip into someone and they just turn arpund and shoot me once. And now in battle royal if I shoot someone with a sniper rifle 4 times from a distance they can just pick me off with a 9mm. And in multiplayer it dosent register half my shots mic issue,1
When I first started playing at the beginning of season 6 it was okay it was WorstI hate   you but then I started having trouble with my microphone and hearing other people talk but right now I'm using my microphone to do this review so it is not my the microphone on my phone it has something to do with the game fix the problem and I will write another review Bad optimisation,1
"Audio is super glitchy, almost impossible to talk to friends and play, the audio will go off on it's own and even after restarting it will be difficult to communicate, out of 10 times 8 times the audio gets glitched somehow, very irritating, not as smooth as it should be",1
Please support the new nvidia shield tv boxes. I had to use a workaround just ti install it. And then you purposely limit gfx settings. You can easily do this but pretend you cant for some reason? Weird flex but ok. Just update the apk to VERY EASILY SUPPORT THE NEW NVIDIA SHIELDS. hurry up. Probably just takes a little bit of code to make the controller able to select options flip a simple switch and let us change gfx settings. You can get it done in one 8 hr work day. Stop counting $ for 2s,1
This new update is simply AWFUL So many people can send you invites after a match or try to join your lobby when they are not your friends. They should add a do not disturb. Where the friends list used to be now it's recents for which I dont care for. The new death sounds are awful when you are trying to hear where the enemy is in SnD. The new clink sound when you kill someone is LOUD no need to add more sounds to a game that are distracting or the should add a option to not have them turned on Bad optimisation,1
"Worst update ever. I am a multiplayer since the day 1 of call of duty mobile and was experiencing a Worst graphics and gameplay to enjoy with friends. But the recent update was so disappointing. The audio is not working properly while playing multiplayer, then why is that unknown friends list in the multiplayer log? Clear the bugs.",1
The game was bad and all throughout the seasons I played.but this season 7 sucks bad. Game kicks me off and j cant communicate to my teamates.Game glitches alot this frame drop.either than that bad game but fix the problems or I wont fix my stars on here.P.S. sence game kicks me off I lose my ranked game points because of u guys fix my points or I will throw a bad word out for this game. mic issue,1
This game is pay to win means if you buy premium pass your chances of winning any MP gqme are 100% my friend was not so skillful but he bought premium pass & game started favouring him!! He wins mostly every game!! The game also is not in your favour if you are playing without buying premium pass!! Unlike pubg this game is pay to win more dangerous than hackers!!!,1
"Worst among all. Bad Optimisation The used to be used to be long long ago a bad game but now it's nothing more than crash. Like this game is representing us all sort of glitches that can be available in a game. Most useless game. It has glitches that I have never even imagined. It gives a high ping error even when you have poor connection,voice chat never works fine, after can shoot through the walls even like wow, and game crashes which is very often. Bad optimisation",1
"Whenever I play, my game always either crashes, freezes or just keeps on lagging, like whenever I try to run/walk forward it keeps on repeatedly sending me backwards and its so annoying! I always die when these glitches happen and my graphics settings are all set to low quality! Please fix these terrible glitches and crashes. Very poor and non smooth performance. Please update it and optimize it for newer phones and samsungs one ui 2! Thanks!!! (Phone: Samsung Galaxy A30) The game is very bad",1
I hate   this game but I have one very big problem with it after like a few weeks playing the game I get soud glitches it sounds like the is underwater and I know that someone else also has this problem and I'm guessing that you guys are really not doing a very poor job by solving t these common problems so every frame drop this happens I have to reinstall the whole game it really sucks PLS FIX!!!!!!!,1
"The game is addicting. Tons of lag & glitches. FIRE the programmers! they still make it so that some people are bullet proof, boosted & have extra health. SMGs fire as far as sniper rifles. Suppressors lower range. Enemy doesn't have to aim at you to kill you. Weapons ratings dont matter. Auto fire is intermittent. Same rubbish thats incorporated into all call of duty games. Lots of new content but can't get basics right. Investors wasted money on rubbish rather than new poor programmers. poor optimisation The game is very bad",1
First of all I thought Bad Optimisation I would give 5 rating.but In the battle royale game eye mode was not changed even I put the several frame drops regarding about that some frame drops the normal mode will come but more often the eye mode which is not that much of effect like we can't involve in the game so there is no difference between multiplayer game and battle royale please change the setting then automatically I'll give poor rating,1
"The game can be fun at frame drops but it does suck, mostly. This is why you shouldn't waist your frame drop or $ on this app. If you don't spend real $ on their B.S. you get NURFED againts the players that spend real $. Your game character basically becomes an A.I. drone for their target practice. CODM you need to stop being money grubbing a-holes...adopt a fair game matching algorithm. Free vs free, and $ vs $, no intermingling. Game permanently deleted...F.T.D.S PROTOCOL21 The game is very bad",1
"The new update sucks so bad, you have spoiled the entire coordinating system by ruining the mic, it doesn't work 90% and the mic button turns on after pressing 50 frame drops, and very bad what you've done with the war machine. Very sad update, spoiled the whole gaming experience Bad optimisation",1
The new update has some serious bugs in the multiplayer mode. The audio and mic are a huge huge problem. We cant communicate with our group while being in the game or in the lobby. Please rectify it. It is literally killing all the fun.New Update Lags a lot and poor graphics  and bad performance ,1
Games Worst-until it stopped letting me log in. And then to get customer support you have to know your password....if you forgot what email you used there is no way to find out how to log in. I either have to start over or quit. Would be 5 stars if I suddenly hadn't been able to play. mic issue bad optimisation,1
After the season 7 update. This app is crashing a-lot. Bad Optimisation I faced this problem 5 frame drops in 30 minutes. After 6 days i have to play second stage of world championship. Are you kidding me this app became worse after this update. I never had this problem in last 6 season. I am playing this game from pre seasons. poor optimisation,1
"I can't able to open updated version.... ""Sorry, there was an error during the Google play download please make sure you are connected to a stable network and try again later, if you can't solve it, please go to the official website or community pages for help...."" This is how shows in home page… poor optimisation",1
"This latest update has sooooo much bugs the voice chat with team mates doesn't work properly, the ad watching lucky draw system doesn't work at all cannot see any of them , even the first beta didn't have this much bugs and i have played this game since the first beta.",1
"😭😭😭😭 I'm so sad!! This used to be my FAVORITE GAME EVERRR... but I can't play a single game of anything. Says I have server issues and I've tried EVERYTHING. From uninstalling/ reinstalling, to changing wifis, to patiently waiting for this new update and STILL the same issue!!! I've tried ""clearing cache"", restarting my phone, restarting the app... idk what else to do. I'm kinda pissed to be honest... I just want to play COD: Mobile!!! 😭",1
